x,y
14.266251859055771,24.77843680811738
14.266251859055771,24.672379854731194
14.266251859055771,24.566322901345007
15.649675297457563,33.61601142930314
15.649675297457563,33.509954475916956
15.748491257343403,33.68668000577513
15.84730721722925,33.757348582247104
15.94612317711509,33.82801715871909
16.04493913700093,33.89868573519107
16.14375509688678,34.181468218435434
16.14375509688678,34.07541126504924
16.14375509688678,33.969354311663054
16.24257105677262,34.252136794907415
17.823626414946098,20.534860544392608
17.823626414946098,20.428803591006417
18.021258334717785,34.56965859092738
18.120074294603626,34.64032716739936
18.218890254489466,34.60493879048516
18.317706214375306,34.67560736695714
18.416522174261154,34.64021899004293
18.515338134146994,34.71088756651491
18.614154094032834,34.7815561429869
18.71297005391868,34.74616776607269
18.81178601380452,34.81683634254467
18.910601973690362,34.88750491901665
19.00941793357621,34.85211654210244
19.10823389346205,34.922785118574424
19.10823389346205,23.468634152865967
19.20704985334789,34.88739674166022
19.305865813233737,34.85200836474601
19.404681773119577,34.92267694121799
19.503497733005418,34.88728856430379
19.503497733005418,21.099884624099165
19.503497733005418,20.993827670712975
19.898761572548786,34.95784896341934
19.997577532434633,35.02851753989131
19.997577532434633,16.150379837149604
20.096393492320473,34.993129162977105
20.096393492320473,16.114991460235398
20.195209452206313,34.9577407860629
20.29402541209216,34.92235240914869
20.392841371978,34.993020985620674
20.49165733186384,34.95763260870647
20.49165733186384,15.443153185647617
20.59047329174968,34.92224423179226
20.59047329174968,15.725935668891985
20.59047329174968,15.619878715505791
20.59047329174968,15.513821762119605
20.88692117140721,18.80147913973504
20.985737131293057,34.992804630907806
20.985737131293057,18.660033809434637
20.985737131293057,18.553976856048447
21.084553091178897,34.9574162539936
21.183369051064737,35.02808483046559
21.282185010950585,35.09875340693756
21.381000970836425,35.063365030023355
21.479816930722265,35.02797665310915
21.578632890608112,34.99258827619494
21.677448850493953,35.063256852666925
21.776264810379793,35.02786847575272
21.875080770265633,34.99248009883851
21.97389673015148,34.9570917219243
21.97389673015148,24.457453336691547
22.07271269003732,35.02776029839628
22.17152864992316,34.992371921482075
22.270344609808998,34.95698354456787
22.36916056969484,35.02765212103985
22.467976529580685,34.99226374412564
22.566792489466525,34.95687536721144
23.357320168553265,34.99193921205634
23.45613612843911,34.95655083514213
23.55495208832495,35.02721941161411
23.653768048210793,34.991831034699906
23.752584008096637,34.9564426577857
23.851399967982477,35.02711123425768
23.95021592786832,34.991722857343476
24.04903188775416,34.95633448042926
24.147847847640005,34.92094610351506
24.24666380752585,34.88555772660085
24.34547976741169,34.95622630307284
24.444295727297533,34.920837926158626
24.543111687183377,34.99150650263061
24.641927647069217,34.9561181257164
26.025351085471012,19.82482128162336
26.124167045356852,19.78943290470915
26.222983005242696,12.011886930603119
26.222983005242696,11.905829977216932
26.222983005242696,11.799773023830738
27.21114260410112,35.096589859808894
27.309958563986964,35.06120148289469
27.408774523872804,35.02581310598048
27.60640644364449,15.970841696024166
27.60640644364449,15.864784742637973
27.60640644364449,15.758727789251786
27.60640644364449,15.6526708358656
27.705222403530332,17.314193713130418
27.705222403530332,16.041510272496147
27.705222403530332,15.511225505565207
27.705222403530332,7.769067908373373
27.705222403530332,7.344840094828619
27.804038363416176,17.27880533621621
27.804038363416176,15.475837128650994
27.804038363416176,7.733679531459167
27.804038363416176,7.62762257807298
27.804038363416176,7.4155086713006
27.804038363416176,7.309451717914413
27.902854323302016,15.440448751736788
27.902854323302016,7.486177247772588
28.00167028318786,15.405060374822583
28.298118162845388,14.768610477149004
28.396934122731228,14.627165146848611
28.396934122731228,14.521108193462425
28.594566042502915,13.177647998999738
28.594566042502915,13.071591045613552
28.693382002388756,14.4149430627198
28.693382002388756,13.354373528857906
28.693382002388756,13.24831657547172
28.89101392216044,17.52587491047706
28.89101392216044,17.41981795709087
28.989829882046283,17.596543486949045
28.989829882046283,17.172315673404288
29.088645841932127,17.56115511003484
29.088645841932127,17.03087034310389
29.187461801817967,17.52576673312063
29.187461801817967,16.99548196618968
29.28627776170381,35.20188957170005
29.28627776170381,17.490378356206424
29.28627776170381,17.066150542661667
29.385093721589655,35.166501194785845
29.385093721589655,17.34893302590602
29.385093721589655,17.242876072519834
29.385093721589655,17.136819119133648
29.385093721589655,10.349174102417528
29.483909681475495,35.237169771257825
29.483909681475495,10.207728772117129
29.68154160124718,24.136469865265713
29.780357561133023,24.101081488351504
29.879173521018867,24.065693111437298
29.879173521018867,13.778168632976929
29.977989480904707,24.03030473452309
29.977989480904707,16.394204090717455
29.977989480904707,13.636723302676529
30.07680544079055,24.10097331099507
30.07680544079055,16.252758760417052
30.17562140067639,20.671762425722804
30.17562140067639,20.565705472336614
30.17562140067639,16.11131343011666
30.47206928033392,14.308237045195007
30.47206928033392,14.20218009180882
30.570885240219763,14.484962575053181
30.669701200105607,17.843396706497032
30.669701200105607,17.737339753110838
30.768517159991447,17.595894422810442
31.064965039648975,17.807900152226388
31.16378099953482,17.666454821925996
31.361412919306503,18.125962835028524
31.361412919306503,18.019905881642337
31.361412919306503,17.91384892825615
31.361412919306503,17.383564161325197
31.361412919306503,17.27750720793901
31.361412919306503,17.171450254552823
31.460228879192343,18.196631411500505
31.460228879192343,17.772403597955748
31.559044839078187,18.161243034586295
31.65786079896403,18.019797704285903
32.15194059839324,7.979559154799254
32.15194059839324,7.237160481095934
32.25075655827908,8.050227731271242
32.25075655827908,7.201772104181721
32.349572518164926,16.499395625252177
32.349572518164926,13.423743977052688
32.349572518164926,13.317687023666494
32.349572518164926,8.01483935435703
32.349572518164926,7.166383727267515
32.448388478050774,16.464007248337968
32.448388478050774,13.176241693366102
32.448388478050774,13.070184739979915
32.448388478050774,7.1309953503533094
32.547204437936614,6.98955002005291
32.547204437936614,6.883493066666716
32.547204437936614,6.77743611328053
32.646020397822454,9.711642431179627
32.744836357708294,20.28194939288435
32.744836357708294,19.963778532725787
32.843652317594135,20.246561015970144
32.843652317594135,19.822333202425384
32.94246827747998,20.211172639055935
33.831811916452565,11.51417792931911
33.831811916452565,11.408120975932924
33.831811916452565,5.044703772761558
33.831811916452565,4.938646819375371
33.930627876338406,11.584846505791099
33.930627876338406,11.266675645632525
34.029443836224246,6.246610459567421
34.029443836224246,6.140553506181227
34.029443836224246,6.034496552795034
34.128259796110086,12.574639285824574
34.128259796110086,12.46858233243838
34.128259796110086,6.317279036039395
34.128259796110086,5.044595595405127
34.22707575599593,12.751364815682749
34.22707575599593,12.645307862296548
34.22707575599593,12.327137002137988
34.22707575599593,11.1605105148899
34.22707575599593,5.009207218490914
34.325891715881774,12.82203339215473
34.325891715881774,9.958495650727613
34.325891715881774,5.928331422052409
34.325891715881774,5.8222744686662224
34.325891715881774,4.867761888190522
34.42470767576762,12.786645015240516
34.52352363565346,12.645199684940124
34.52352363565346,8.190807642720166
34.6223395955393,12.609811308025918
34.72115555542514,12.468365977725512
35.01760343508268,3.5594737159291725
35.01760343508268,3.453416762542986
35.90694707405525,10.028623340417433
36.49984283337031,7.589097057822201
36.49984283337031,5.043730176553659
36.59865879325615,4.902284846253259
36.69747475314199,34.56284341747208
36.79629071302784,34.527455040557875
36.89510667291368,34.49206666364367
36.993922632799524,34.456678286729456
36.993922632799524,4.866788291982623
37.092738592685365,34.52734686320144
37.191554552571205,34.49195848628723
37.290370512457045,34.45657010937302
37.389186472342885,34.42118173245882
37.8832662717721,10.487482289381354
37.98208223165794,34.42096537774595
37.98208223165794,10.558150865853342
37.98208223165794,10.452093912467149
38.08089819154379,34.385577000831745
38.17971415142963,34.456245577303726
38.278530111315476,71.85896174571437
38.278530111315476,71.75290479232818
38.278530111315476,71.646847838942
38.278530111315476,71.54079088555581
38.278530111315476,71.4347339321696
38.278530111315476,71.32867697878342
38.278530111315476,71.22262002539723
38.278530111315476,34.42085720038952
38.377346071201316,72.67202899588968
38.377346071201316,72.56597204250349
38.377346071201316,72.4599150891173
38.377346071201316,72.35385813573112
38.377346071201316,72.24780118234492
38.377346071201316,72.14174422895873
38.377346071201316,72.03568727557254
38.377346071201316,71.92963032218636
38.377346071201316,71.08117469509683
38.377346071201316,70.97511774171065
38.377346071201316,70.86906078832446
38.377346071201316,70.76300383493827
38.377346071201316,34.38546882347531
38.476162031087156,72.95481147913404
38.476162031087156,72.84875452574785
38.476162031087156,72.74269757236166
38.476162031087156,70.62155850463787
38.476162031087156,70.51550155125167
38.476162031087156,70.4094445978655
38.476162031087156,70.3033876444793
38.476162031087156,70.19733069109311
38.574977990973,73.2375939623784
38.574977990973,73.13153700899221
38.574977990973,73.02548005560601
38.574977990973,70.05588536079271
38.673793950858844,73.94460425916752
38.673793950858844,73.83854730578133
38.673793950858844,73.73249035239513
38.673793950858844,73.62643339900895
38.673793950858844,73.52037644562276
38.673793950858844,73.41431949223657
38.673793950858844,73.30826253885039
38.673793950858844,72.35374995837468
38.673793950858844,72.24769300498849
38.673793950858844,69.91444003049233
38.673793950858844,69.80838307710613
38.673793950858844,15.719336850149546
38.772609910744684,74.0152728356395
38.772609910744684,72.63653244161904
38.772609910744684,72.53047548823284
38.772609910744684,72.42441853484667
38.772609910744684,72.10624767468809
38.772609910744684,72.0001907213019
38.772609910744684,69.66693774680573
38.772609910744684,69.56088079341954
38.772609910744684,15.68394847323534
38.87142587063053,74.08594141211148
38.87142587063053,72.9193149248634
38.87142587063053,72.81325797147721
38.87142587063053,69.41943546311914
38.87142587063053,34.42064084567665
38.97024183051637,74.36872389535584
38.97024183051637,74.26266694196966
38.97024183051637,74.15660998858345
38.97024183051637,73.20209740810776
38.97024183051637,73.09604045472156
38.97024183051637,71.50518615392873
